#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0009893	Positive regulation of metabolic process	30	3847	0.34	0.42	0.00094	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000265598,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000303356,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	CSF3,CCL2,NCK2,GDF15,IL7,FCER2,LAMP3,ERBB2,NTRK2,KIT,STAT5B,PCSK9,DCXR,MET,HCLS1,F2R,HGS,EBAG9,CRKL,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,IL32,YES1,FGF21,KITLG,ITGAM
GO:0048731	System development	30	3867	0.34	0.42	0.0010	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000280362,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000366091,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000469413,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720	FAP,CSF3,CCL2,NCK2,IL7,ARSB,HYAL1,ERBB2,NTRK2,PTS,THY1,KIT,STAT5B,PCSK9,BCR,BAIAP2,MET,HCLS1,SH2B3,CRKL,MOG,NTF3,TGFA,RARRES2,ROBO1,PDGFC,PAK4,KITLG,ITGAM,MPIG6B
GO:0071345	Cellular response to cytokine stimulus	12	711	0.68	0.61	0.0010	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000426632	CSF3,CCL2,IL7,HYAL1,KIT,STAT5B,CCL11,HCLS1,SH2B3,CRKL,CCL26,ERBIN
GO:0002262	Myeloid cell homeostasis	6	130	1.11	0.79	0.0011	9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000495951,9606.ENSP00000497720	KIT,STAT5B,HCLS1,SH2B3,KITLG,MPIG6B
GO:0032271	Regulation of protein polymerization	7	204	0.98	0.74	0.0012	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000378365	CSF3,NCK2,CCL11,BAIAP2,MET,HCLS1,CCL26
GO:0032501	Multicellular organismal process	41	6490	0.25	0.37	0.0012	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000249647,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000280362,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000366091,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720	FAP,CSF3,CCL2,NCK2,PI3,SNAP23,GDF15,IL7,ARSB,HYAL1,ERBB2,NTRK2,PTS,THY1,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,BCR,GP6,BAIAP2,MET,HCLS1,F2R,ITGA11,SH2B3,CRKL,WFDC2,MOG,NTF3,DDC,TGFA,RARRES2,ROBO1,PDGFC,YES1,PAK4,KITLG,ITGAM,MPIG6B
GO:0006468	Protein phosphorylation	12	736	0.66	0.59	0.0013	9606.ENSP00000013125,9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000495951	MAP4K5,CCL2,ERBB2,NTRK2,THY1,KIT,CCL11,BCR,MET,YES1,PAK4,KITLG
GO:0033674	Positive regulation of kinase activity	10	494	0.76	0.63	0.0013	9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000317272,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	ERBB2,NTRK2,KIT,MET,LAT,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0042981	Regulation of apoptotic process	17	1462	0.51	0.51	0.0014	9606.ENSP00000188790,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000499459	FAP,CCL2,NCK2,IL7,LAMP3,NTRK2,STAT5B,PCSK9,HCLS1,F2R,NTF3,TGFA,PAK4,FGF21,KITLG,ITGAM,IL19
GO:0010604	Positive regulation of macromolecule metabolic process	28	3533	0.35	0.41	0.0015	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000265598,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	CSF3,CCL2,NCK2,GDF15,IL7,FCER2,LAMP3,ERBB2,NTRK2,KIT,STAT5B,PCSK9,MET,HCLS1,F2R,HGS,EBAG9,CRKL,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,IL32,YES1,FGF21,KITLG
GO:0042110	T cell activation	8	298	0.88	0.68	0.0015	9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000378845,9606.ENSP00000495951	NCK2,IL7,ERBB2,KIT,STAT5B,ICOSLG,LAT,KITLG
GO:0070372	Regulation of ERK1 and ERK2 cascade	8	299	0.88	0.68	0.0015	9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000302234,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000422464,9606.ENSP00000471477	CCL2,ERBB2,CCL11,F2R,CRKL,CCL26,PDGFC,FGF21
GO:0070374	Positive regulation of ERK1 and ERK2 cascade	7	213	0.97	0.71	0.0015	9606.ENSP00000225831,9606.ENSP00000302234,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000422464,9606.ENSP00000471477	CCL2,CCL11,F2R,CRKL,CCL26,PDGFC,FGF21
GO:0030833	Regulation of actin filament polymerization	6	142	1.08	0.75	0.0016	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000378365	CSF3,NCK2,CCL11,BAIAP2,HCLS1,CCL26
GO:0043066	Negative regulation of apoptotic process	13	891	0.61	0.55	0.0017	9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000293328,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000499459	CCL2,IL7,LAMP3,NTRK2,STAT5B,HCLS1,F2R,NTF3,TGFA,PAK4,FGF21,KITLG,IL19
GO:0048856	Anatomical structure development	35	5117	0.28	0.38	0.0017	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000280362,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000366091,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720	FAP,CSF3,CCL2,NCK2,IL7,ARSB,HYAL1,ERBB2,NTRK2,PTS,THY1,KIT,STAT5B,CCL11,PCSK9,BCR,BAIAP2,MET,HCLS1,F2R,ITGA11,SH2B3,CRKL,MOG,NTF3,DDC,TGFA,RARRES2,ROBO1,PDGFC,PAK4,FGF21,KITLG,ITGAM,MPIG6B
GO:0051128	Regulation of cellular component organization	22	2365	0.42	0.45	0.0017	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000469413	FAP,CSF3,NCK2,GDF15,ARSB,HYAL1,ERBB2,NTRK2,THY1,KIT,CCL11,PCSK9,BAIAP2,MET,HCLS1,EBAG9,CRKL,CCL26,NTF3,TGFA,ROBO1,PAK4
GO:0051241	Negative regulation of multicellular organismal process	14	1035	0.58	0.53	0.0017	9606.ENSP00000252809,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000370115,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000499459	GDF15,ERBB2,THY1,ALDH1A1,CCL11,PCSK9,BCR,F2R,HGS,SH2B3,SERPINB1,ROBO1,ERBIN,IL19
GO:0043299	Leukocyte degranulation	4	39	1.46	0.82	0.0018	9606.ENSP00000249647,9606.ENSP00000288135,9606.ENSP00000303507,9606.ENSP00000378845	SNAP23,KIT,BCR,LAT
GO:0002274	Myeloid leukocyte activation	6	150	1.05	0.71	0.0021	9606.ENSP00000246006,9606.ENSP00000249647,9606.ENSP00000288135,9606.ENSP00000303507,9606.ENSP00000378845,9606.ENSP00000496959	CD93,SNAP23,KIT,BCR,LAT,ITGAM
GO:0032502	Developmental process	37	5657	0.26	0.36	0.0021	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000280362,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000366091,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720	FAP,CSF3,CCL2,NCK2,IL7,ARSB,HYAL1,ERBB2,NTRK2,PTS,THY1,KIT,STAT5B,CCL11,PCSK9,BCR,BAIAP2,MET,HCLS1,F2R,ITGA11,SH2B3,CRKL,WFDC2,MOG,NTF3,DDC,TGFA,RARRES2,ROBO1,PDGFC,YES1,PAK4,FGF21,KITLG,ITGAM,MPIG6B
GO:0050789	Regulation of biological process	58	11655	0.15	0.31	0.0021	9606.ENSP00000013125,9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000263593,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000264914,9606.ENSP00000265052,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303356,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000327290,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000339186,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000361761,9606.ENSP00000366091,9606.ENSP00000367001,9606.ENSP00000370115,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000423602,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720,9606.ENSP00000499459	MAP4K5,FAP,CSF3,CCL2,NCK2,PI3,GDF15,SIAE,IL7,FCER2,ARSB,MGLL,LAMP3,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,DCXR,BCR,GP6,BAIAP2,MET,HCLS1,F2R,ITGA11,HGS,EBAG9,GRAP2,ICOSLG,SH2B3,CRKL,PLA2G4A,WFDC2,MOG,DPP6,SERPINB1,CCL26,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,DAPP1,ERBIN,IL32,YES1,PAK4,FGF21,KITLG,ITGAM,MPIG6B,IL19
GO:1901701	Cellular response to oxygen-containing compound	14	1057	0.57	0.52	0.0021	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000277120,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477	CSF3,CCL2,NTRK2,STAT5B,ALDH1A1,PCSK9,BCR,BAIAP2,ICOSLG,CRKL,RARRES2,PDGFC,YES1,FGF21
GO:0022603	Regulation of anatomical structure morphogenesis	13	920	0.6	0.53	0.0022	9606.ENSP00000225831,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000331201,9606.ENSP00000346300,9606.ENSP00000420321,9606.ENSP00000469413	CCL2,HYAL1,ERBB2,NTRK2,THY1,KIT,CCL11,BCR,BAIAP2,HGS,CRKL,ROBO1,PAK4
GO:0001776	Leukocyte homeostasis	5	90	1.19	0.74	0.0023	9606.ENSP00000293328,9606.ENSP00000321326,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000495951	STAT5B,F2R,SH2B3,LAT,KITLG
GO:0048523	Negative regulation of cellular process	33	4736	0.29	0.37	0.0023	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720,9606.ENSP00000499459	FAP,CSF3,CCL2,NCK2,GDF15,IL7,LAMP3,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,PCSK9,BCR,MET,HCLS1,F2R,HGS,ICOSLG,SH2B3,CRKL,NTF3,TGFA,ROBO1,ERBIN,PAK4,FGF21,KITLG,ITGAM,MPIG6B,IL19
GO:1901214	Regulation of neuron death	8	324	0.84	0.63	0.0023	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000277120,9606.ENSP00000303208,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000471477,9606.ENSP00000496959	CSF3,CCL2,NTRK2,PCSK9,F2R,NTF3,FGF21,ITGAM
GO:1901700	Response to oxygen-containing compound	17	1547	0.49	0.47	0.0024	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000471477	CSF3,CCL2,HYAL1,NTRK2,STAT5B,ALDH1A1,PCSK9,BCR,BAIAP2,F2R,ICOSLG,CRKL,RARRES2,PDGFC,ERBIN,YES1,FGF21
GO:0030218	Erythrocyte differentiation	5	93	1.18	0.73	0.0026	9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000497720	KIT,STAT5B,HCLS1,SH2B3,MPIG6B
GO:0048513	Animal organ development	26	3246	0.35	0.4	0.0027	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720	CSF3,CCL2,IL7,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,PCSK9,BCR,BAIAP2,MET,HCLS1,ITGA11,SH2B3,CRKL,TGFA,RARRES2,ROBO1,PDGFC,FGF21,KITLG,ITGAM,MPIG6B
GO:0042592	Homeostatic process	16	1406	0.51	0.47	0.0029	9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000497720	CCL2,IL7,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,BCR,MET,HCLS1,F2R,SH2B3,LAT,FGF21,KITLG,MPIG6B
GO:0010631	Epithelial cell migration	5	98	1.16	0.7	0.0032	9606.ENSP00000188790,9606.ENSP00000264914,9606.ENSP00000288135,9606.ENSP00000420321,9606.ENSP00000495951	FAP,ARSB,KIT,ROBO1,KITLG
GO:0010988	Regulation of low-density lipoprotein particle clearance	3	15	1.75	0.79	0.0032	9606.ENSP00000303208,9606.ENSP00000471477,9606.ENSP00000499459	PCSK9,FGF21,IL19
GO:0016310	Phosphorylation	13	966	0.58	0.5	0.0032	9606.ENSP00000013125,9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000495951	MAP4K5,CCL2,ERBB2,NTRK2,THY1,KIT,CCL11,BCR,MET,HGS,YES1,PAK4,KITLG
GO:0019222	Regulation of metabolic process	41	6784	0.23	0.34	0.0032	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000265598,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000303208,9606.ENSP00000303356,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000366091,9606.ENSP00000370115,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	FAP,CSF3,CCL2,NCK2,PI3,GDF15,IL7,FCER2,LAMP3,ERBB2,NTRK2,THY1,KIT,STAT5B,ALDH1A1,PCSK9,DCXR,BCR,MET,HCLS1,F2R,HGS,EBAG9,ICOSLG,SH2B3,CRKL,WFDC2,MOG,SERPINB1,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,ERBIN,IL32,YES1,FGF21,KITLG,ITGAM
GO:0032101	Regulation of response to external stimulus	13	964	0.58	0.5	0.0032	9606.ENSP00000188790,9606.ENSP00000225831,9606.ENSP00000265052,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000345492,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000462468	FAP,CCL2,MGLL,STAT5B,BCR,MET,F2R,SH2B3,CCL26,NTF3,RARRES2,ROBO1,YES1
GO:0051896	Regulation of protein kinase B signaling	6	166	1.01	0.66	0.0032	9606.ENSP00000225474,9606.ENSP00000252809,9606.ENSP00000277120,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000345492	CSF3,GDF15,NTRK2,MET,HCLS1,SH2B3
GO:0070665	Positive regulation of leukocyte proliferation	6	167	1.0	0.66	0.0032	9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000495951	NCK2,IL7,KIT,STAT5B,ICOSLG,KITLG
GO:0007173	Epidermal growth factor receptor signaling pathway	4	49	1.36	0.73	0.0035	9606.ENSP00000233154,9606.ENSP00000269571,9606.ENSP00000404131,9606.ENSP00000426632	NCK2,ERBB2,TGFA,ERBIN
GO:0046649	Lymphocyte activation	9	457	0.74	0.56	0.0035	9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000362711,9606.ENSP00000378845,9606.ENSP00000495951	NCK2,IL7,ERBB2,KIT,STAT5B,ICOSLG,TXLNA,LAT,KITLG
GO:0048534	Hematopoietic or lymphoid organ development	11	705	0.64	0.52	0.0037	9606.ENSP00000225474,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000495951,9606.ENSP00000497720	CSF3,IL7,ERBB2,KIT,STAT5B,BCR,HCLS1,SH2B3,CRKL,KITLG,MPIG6B
GO:0050776	Regulation of immune response	12	844	0.6	0.5	0.0039	9606.ENSP00000264072,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000366091,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000496959	FCER2,THY1,KIT,STAT5B,BCR,ICOSLG,CRKL,PLA2G4A,MOG,ERBIN,YES1,ITGAM
GO:1902905	Positive regulation of supramolecular fiber organization	6	175	0.98	0.63	0.0040	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000378365	CSF3,NCK2,CCL11,BAIAP2,MET,CCL26
GO:0030099	Myeloid cell differentiation	7	263	0.87	0.6	0.0042	9606.ENSP00000225474,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000495951,9606.ENSP00000497720	CSF3,KIT,STAT5B,HCLS1,SH2B3,KITLG,MPIG6B
GO:0048245	Eosinophil chemotaxis	3	17	1.7	0.75	0.0042	9606.ENSP00000225831,9606.ENSP00000302234,9606.ENSP00000378365	CCL2,CCL11,CCL26
GO:0032956	Regulation of actin cytoskeleton organization	8	365	0.79	0.56	0.0045	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000378365,9606.ENSP00000397297	CSF3,NCK2,CCL11,BAIAP2,MET,HCLS1,CCL26,NTF3
GO:0006959	Humoral immune response	7	268	0.87	0.58	0.0046	9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000263851,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000361761,9606.ENSP00000418009	CCL2,PI3,IL7,CCL11,RNASE3,WFDC2,RARRES2
